fetch_time,symbol,price
2026-03-11 22:17:34,ATAUSDT,0.0115
2026-03-11 22:17:34,ATHUSDT,0.0058900
2026-03-11 22:17:34,ATOMUSDT,1.829
2026-03-11 22:17:34,ATUSDT,0.1446100
2026-03-11 22:17:34,AUCTIONUSDT,4.727000
2026-03-11 22:17:34,AUSDT,0.0770600
2026-03-11 22:17:34,AVAAIUSDT,0.0077420
2026-03-11 22:17:34,AVAUSDT,0.1997000
2026-03-11 22:17:34,AVAXUSDT,9.6930
2026-03-11 22:17:34,AVNTUSDT,0.1479000
2026-03-11 22:17:34,AWEUSDT,0.0509400
2026-03-11 22:17:34,AXLUSDT,0.0534900
2026-03-11 22:17:34,AXSUSDT,1.16300
2026-03-11 22:17:34,AZTECUSDT,0.0215500
2026-03-11 22:17:34,B2USDT,0.6863000
2026-03-11 22:17:34,B3USDT,0.0003807
2026-03-11 22:17:34,BABYUSDT,0.0149800
2026-03-11 22:17:34,BANANAS31USDT,0.0076290
2026-03-11 22:17:34,BANANAUSDT,4.3680000
2026-03-11 22:17:34,BANDUSDT,0.2269
2026-03-11 22:17:34,BANKUSDT,0.0392700
2026-03-11 22:17:34,BANUSDT,0.1136700
2026-03-11 22:17:34,BARDUSDT,1.0984000
2026-03-11 22:17:34,BASUSDT,0.0082980
2026-03-11 22:17:34,BATUSDT,0.0981
2026-03-11 22:17:34,BBUSDT,0.0276300
2026-03-11 22:17:34,BCHUSDT,454.18
2026-03-11 22:17:34,BDXNUSDT,0.0090100
2026-03-11 22:17:34,BEAMXUSDT,0.0020860
2026-03-11 22:17:34,BEATUSDT,0.4097000
2026-03-11 22:17:34,BELUSDT,0.09760
2026-03-11 22:17:34,BERAUSDT,0.566500
2026-03-11 22:17:34,BICOUSDT,0.0214300
2026-03-11 22:17:34,BIGTIMEUSDT,0.0136900
2026-03-11 22:17:34,BIOUSDT,0.0209000
2026-03-11 22:17:34,BIRBUSDT,0.1510900
2026-03-11 22:17:34,BLESSUSDT,0.0056540
2026-03-11 22:17:34,BLUAIUSDT,0.0069670
2026-03-11 22:17:34,BLURUSDT,0.0194600
2026-03-11 22:17:34,BMTUSDT,0.0152300
2026-03-11 22:17:34,BNBUSDT,647.490
2026-03-11 22:17:34,BNTUSDT,0.2899000
2026-03-11 22:17:34,BOBUSDT,0.0065820
2026-03-11 22:17:34,BOMEUSDT,0.0004334
2026-03-11 22:17:34,BRETTUSDT,0.0072590
2026-03-11 22:17:34,BREVUSDT,0.1296000
2026-03-11 22:17:34,BROCCOLI714USDT,0.0134800
2026-03-11 22:17:34,BROCCOLIF3BUSDT,0.0036580
2026-03-11 22:17:34,BRUSDT,0.0635100
2026-03-11 22:17:34,BSVUSDT,15.38000
2026-03-11 22:17:34,BTCDOMUSDT,5203.5
2026-03-11 22:17:34,BTCUSDT,70276.20
2026-03-11 22:17:34,BTRUSDT,0.1428900
2026-03-11 22:17:34,BULLAUSDT,0.0089900
2026-03-11 22:17:34,BUSDT,0.1870000
2026-03-11 22:17:34,C98USDT,0.0262
2026-03-11 22:17:34,CAKEUSDT,1.3798000
2026-03-11 22:17:34,CARVUSDT,0.0565800
2026-03-11 22:17:34,CATIUSDT,0.0416300
2026-03-11 22:17:34,CCUSDT,0.1478000
2026-03-11 22:17:34,CELOUSDT,0.075
2026-03-11 22:17:34,CELRUSDT,0.00264
2026-03-11 22:17:34,CETUSUSDT,0.0168000
2026-03-11 22:17:34,CFXUSDT,0.0515700
2026-03-11 22:17:34,CGPTUSDT,0.0222000
2026-03-11 22:17:34,CHILLGUYUSDT,0.0098800
2026-03-11 22:17:34,CHRUSDT,0.0158
2026-03-11 22:17:34,CHZUSDT,0.03839
2026-03-11 22:17:34,CKBUSDT,0.0015290
2026-03-11 22:17:34,CLANKERUSDT,27.04000
2026-03-11 22:17:34,CLOUSDT,0.0713300
2026-03-11 22:17:34,COAIUSDT,0.3142000
2026-03-11 22:17:34,COLLECTUSDT,0.0574800
2026-03-11 22:17:34,COMPUSDT,18.42
2026-03-11 22:17:34,COOKIEUSDT,0.0197100
2026-03-11 22:17:34,COSUSDT,0.0010290
2026-03-11 22:17:34,COTIUSDT,0.01211
2026-03-11 22:17:34,COWUSDT,0.2372000
2026-03-11 22:17:34,CROSSUSDT,0.0697000
2026-03-11 22:17:34,CRVUSDT,0.242
2026-03-11 22:17:34,CTKUSDT,0.1736000
2026-03-11 22:17:34,CTSIUSDT,0.0250
2026-03-11 22:17:34,CUSDT,0.0501100
2026-03-11 22:17:34,CVCUSDT,0.0297000
2026-03-11 22:17:34,CVXUSDT,2.215000
2026-03-11 22:17:34,CYBERUSDT,0.535900
2026-03-11 22:17:34,CYSUSDT,0.4338000
2026-03-11 22:17:34,DAMUSDT,0.0373100
2026-03-11 22:17:34,DASHUSDT,32.30
2026-03-11 22:17:34,DEEPUSDT,0.0306800
2026-03-11 22:17:34,DEGENUSDT,0.0007260
2026-03-11 22:17:34,DEGOUSDT,0.5829000
2026-03-11 22:17:34,DENTUSDT,0.000226
2026-03-11 22:17:34,DEXEUSDT,4.351000
2026-03-11 22:17:34,DIAUSDT,0.1860000
2026-03-11 22:17:34,DODOXUSDT,0.0146970
2026-03-11 22:17:34,DOGEUSDT,0.093160
2026-03-11 22:17:34,DOGSUSDT,0.0000319
2026-03-11 22:17:34,DOLOUSDT,0.0339700
2026-03-11 22:17:34,DOODUSDT,0.0028900
2026-03-11 22:17:34,DOTUSDT,1.535
2026-03-11 22:17:34,DRIFTUSDT,0.0818200
2026-03-11 22:17:34,DUSDT,0.0071720
2026-03-11 22:17:34,DUSKUSDT,0.08654
2026-03-11 22:17:34,DYDXUSDT,0.088
2026-03-11 22:17:34,DYMUSDT,0.035430
2026-03-11 22:17:34,EDENUSDT,0.0380500
2026-03-11 22:17:34,EDUUSDT,0.0994000
2026-03-11 22:17:34,EGLDUSDT,4.180
2026-03-11 22:17:34,EIGENUSDT,0.1889000
